pattern,conditions,n,win,fail,flat,winrate_pct,failrate_pct,avg_ret_t2_pct,avg_ret_t5_pct,avg_drawdown_t5_pct,combo_size
COMBO_1,market_context fomo/hưng phấn,238,75,134,29,31.51,56.3,-0.779,-1.107,-6.027,1
COMBO_1,label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,238,75,134,29,31.51,56.3,-0.779,-1.107,-6.027,1
COMBO_1,market_dist_ma20 > 5%,149,52,80,17,34.9,53.69,-0.583,-0.769,-5.758,1
COMBO_1,label:market_regime_BÌNH_THƯỜNG,404,106,214,84,26.24,52.97,-0.908,-2.087,-5.478,1
COMBO_1,label:market_regime_TĂNG_MẠNH,1150,346,599,205,30.09,52.09,-0.635,-0.767,-5.146,1
COMBO_1,market_ret5 > 4%,180,58,93,29,32.22,51.67,-0.555,-0.603,-5.768,1
COMBO_1,stock_dist_ma20 < -3%,711,221,364,126,31.08,51.2,-1.062,-1.16,-5.258,1
COMBO_1,label:entry_context_ENTRY_DƯỚI_MA20___YẾU,711,221,364,126,31.08,51.2,-1.062,-1.16,-5.258,1
COMBO_1,volume_ratio > 3x,100,30,51,19,30.0,51.0,-0.184,-0.686,-5.229,1
COMBO_1,label:market_context_MARKET_ỦNG_HỘ,1416,436,708,272,30.79,50.0,-0.478,-0.55,-4.475,1
COMBO_1,stock_dist_ma20 3-8%,860,289,422,149,33.6,49.07,-0.219,-0.439,-4.91,1
COMBO_1,label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,860,289,422,149,33.6,49.07,-0.219,-0.439,-4.91,1
COMBO_1,label:market_context_MARKET_TRUNG_TÍNH,536,156,263,117,29.1,49.07,-0.963,-1.64,-5.51,1
COMBO_1,volatility_contraction20 < 0.8,1214,384,587,243,31.63,48.35,-0.743,-0.881,-4.552,1
COMBO_1,label:volatility_context_VOLATILITY_CO_HẸP,1214,384,587,243,31.63,48.35,-0.743,-0.881,-4.552,1
COMBO_1,label:volume_context_VOLUME_TĂNG_VỪA,890,306,424,160,34.38,47.64,-0.416,-0.327,-4.745,1
COMBO_1,label:risk_context_RISK_TRUNG_TÍNH,810,291,382,137,35.93,47.16,-0.536,-0.405,-5.022,1
COMBO_1,label:score_bucket_80+,2278,781,1074,423,34.28,47.15,-0.274,-0.271,-4.542,1
COMBO_1,label:volatility_context_VOLATILITY_TRUNG_TÍNH,1607,560,753,294,34.85,46.86,-0.507,-0.373,-4.548,1
COMBO_1,label:volume_context_VOLUME_CẠN,1462,503,679,280,34.4,46.44,-0.219,-0.203,-4.276,1
COMBO_1,label:structure_context_KHÔNG_RÕ_NỀN,2637,960,1220,457,36.41,46.26,-0.316,-0.225,-4.963,1
COMBO_1,drawdown20 < -15%,221,80,102,39,36.2,46.15,-0.875,-0.645,-5.144,1
COMBO_1,label:risk_context_DRAWDOWN_SÂU,221,80,102,39,36.2,46.15,-0.875,-0.645,-5.144,1
COMBO_1,stock_ret20 > 15%,358,143,165,50,39.94,46.09,-0.006,0.141,-6.296,1
COMBO_1,label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,358,143,165,50,39.94,46.09,-0.006,0.141,-6.296,1
COMBO_1,label:market_regime_TÍCH_CỰC,636,215,292,129,33.81,45.91,-0.441,-0.31,-4.078,1
COMBO_1,volume_ratio 1.2-2.0x,651,241,297,113,37.02,45.62,-0.081,-0.051,-4.821,1
COMBO_1,label:extension_context_KHÔNG_QUÁ_NÓNG,3290,1136,1499,655,34.53,45.56,-0.344,-0.36,-4.351,1
COMBO_1,volume_ratio < 1x,2543,886,1155,502,34.84,45.42,-0.466,-0.424,-4.448,1
COMBO_1,stock_ret5 > 8%,276,115,125,36,41.67,45.29,0.133,0.384,-5.861,1
COMBO_1,drawdown20 -10% to 0%,2910,1021,1306,583,35.09,44.88,-0.263,-0.265,-4.39,1
COMBO_1,label:risk_context_PULLBACK_LÀNH_MẠNH,2910,1021,1306,583,35.09,44.88,-0.263,-0.265,-4.39,1
COMBO_1,label:market_regime_RẤT_YẾU,750,283,331,136,37.73,44.13,-0.078,-0.161,-4.433,1
COMBO_1,stock_dist_ma20 > 8%,283,119,124,40,42.05,43.82,0.465,0.61,-6.024,1
COMBO_1,label:entry_context_ENTRY_XA_MA20___FOMO,283,119,124,40,42.05,43.82,0.465,0.61,-6.024,1
COMBO_1,sideway_score20 >= 2,1304,432,570,302,33.13,43.71,-0.429,-0.497,-3.751,1
COMBO_1,label:structure_context_CÓ_NỀN___SIDEWAY,1304,432,570,302,33.13,43.71,-0.429,-0.497,-3.751,1
COMBO_1,label:score_bucket_70-79,719,266,312,141,37.0,43.39,-0.316,-0.598,-4.784,1
COMBO_1,label:volume_context_VOLUME_TRUNG_TÍNH,1561,574,674,313,36.77,43.18,-0.429,-0.401,-4.721,1
COMBO_1,label:extension_context_SUY_YẾU_TRƯỚC_SIGNAL,293,113,126,54,38.57,43.0,-0.882,-0.364,-4.818,1
COMBO_1,label:score_bucket_60-69,944,345,404,195,36.55,42.8,-0.574,-0.204,-4.442,1
COMBO_1,label:entry_context_ENTRY_GẦN_MA20,2087,763,880,444,36.56,42.17,-0.278,-0.101,-3.984,1
COMBO_1,range20 <= 10%,841,268,354,219,31.87,42.09,-0.485,-0.482,-3.589,1
COMBO_1,volatility_contraction20 > 1.3,1120,448,450,222,40.0,40.18,0.288,0.381,-4.593,1
COMBO_1,label:volatility_context_VOLATILITY_MỞ_RỘNG,1120,448,450,222,40.0,40.18,0.288,0.381,-4.593,1
COMBO_1,market_context risk-off,1751,725,685,341,41.4,39.12,-0.008,0.389,-4.143,1
COMBO_1,label:market_context_MARKET_RISK-OFF,1751,725,685,341,41.4,39.12,-0.008,0.389,-4.143,1
COMBO_1,label:market_regime_YẾU,1001,442,354,205,44.16,35.36,0.044,0.802,-3.926,1
COMBO_1,market_ret20 < -5%,563,288,169,106,51.15,30.02,1.099,2.233,-3.444,1
COMBO_2,market_context fomo/hưng phấn + label:score_bucket_60-69,31,7,23,1,22.58,74.19,-2.319,-2.684,-6.602,2
COMBO_2,market_context fomo/hưng phấn + label:market_regime_BÌNH_THƯỜNG,40,9,29,2,22.5,72.5,-1.708,-1.893,-5.025,2
COMBO_2,stock_dist_ma20 > 8% + label:market_regime_RẤT_YẾU,42,10,30,2,23.81,71.43,0.293,-2.646,-8.299,2
COMBO_2,stock_dist_ma20 < -3% + market_ret5 > 4%,34,8,24,2,23.53,70.59,-2.56,-3.037,-7.283,2
COMBO_2,market_ret5 > 4% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,34,8,24,2,23.53,70.59,-2.56,-3.037,-7.283,2
COMBO_2,stock_ret20 > 15% + label:market_regime_RẤT_YẾU,41,12,28,1,29.27,68.29,-0.032,-3.811,-9.581,2
COMBO_2,market_ret5 > 4% + label:score_bucket_60-69,50,12,34,4,24.0,68.0,-2.157,-1.765,-6.51,2
COMBO_2,stock_dist_ma20 < -3% + market_context fomo/hưng phấn,34,9,23,2,26.47,67.65,-2.24,-2.267,-7.199,2
COMBO_2,stock_dist_ma20 < -3% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,34,9,23,2,26.47,67.65,-2.24,-2.267,-7.199,2
COMBO_2,market_context fomo/hưng phấn + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,34,9,23,2,26.47,67.65,-2.24,-2.267,-7.199,2
COMBO_2,volatility_contraction20 < 0.8 + market_context fomo/hưng phấn,66,19,44,3,28.79,66.67,-1.722,-2.028,-5.799,2
COMBO_2,volatility_contraction20 < 0.8 + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,66,19,44,3,28.79,66.67,-1.722,-2.028,-5.799,2
COMBO_2,market_context fomo/hưng phấn + label:volatility_context_VOLATILITY_CO_HẸP,66,19,44,3,28.79,66.67,-1.722,-2.028,-5.799,2
COMBO_2,stock_dist_ma20 < -3% + label:market_regime_TĂNG_MẠNH,165,33,108,24,20.0,65.45,-1.759,-2.512,-6.064,2
COMBO_2,volume_ratio 1.2-2.0x + label:market_regime_BÌNH_THƯỜNG,40,8,26,6,20.0,65.0,-0.881,-3.167,-5.956,2
COMBO_2,volatility_contraction20 < 0.8 + market_dist_ma20 > 5%,40,12,26,2,30.0,65.0,-1.571,-1.608,-5.485,2
COMBO_2,market_dist_ma20 > 5% + label:volatility_context_VOLATILITY_CO_HẸP,40,12,26,2,30.0,65.0,-1.571,-1.608,-5.485,2
COMBO_2,drawdown20 < -15% + label:market_regime_TĂNG_MẠNH,54,11,34,9,20.37,62.96,-2.549,-2.955,-7.287,2
COMBO_2,volatility_contraction20 < 0.8 + market_ret5 > 4%,64,17,40,7,26.56,62.5,-1.785,-1.881,-5.867,2
COMBO_2,market_ret5 > 4% + label:volatility_context_VOLATILITY_CO_HẸP,64,17,40,7,26.56,62.5,-1.785,-1.881,-5.867,2
COMBO_2,market_dist_ma20 > 5% + label:volume_context_VOLUME_CẠN,32,7,20,5,21.88,62.5,-1.178,-1.726,-5.22,2
COMBO_2,volume_ratio < 1x + market_context fomo/hưng phấn,101,25,63,13,24.75,62.38,-1.335,-1.925,-5.814,2
COMBO_2,volume_ratio < 1x + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,101,25,63,13,24.75,62.38,-1.335,-1.925,-5.814,2
COMBO_2,volume_ratio < 1x + market_dist_ma20 > 5%,57,17,35,5,29.82,61.4,-1.421,-1.72,-5.671,2
COMBO_2,market_context fomo/hưng phấn + label:volatility_context_VOLATILITY_TRUNG_TÍNH,92,23,56,13,25.0,60.87,-0.827,-2.002,-6.152,2
COMBO_2,stock_dist_ma20 < -3% + label:market_context_MARKET_ỦNG_HỘ,243,58,144,41,23.87,59.26,-1.364,-1.995,-5.228,2
COMBO_2,market_ret5 > 4% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,66,16,39,11,24.24,59.09,-0.646,-2.041,-5.963,2
COMBO_2,market_context fomo/hưng phấn + label:volume_context_VOLUME_TĂNG_VỪA,75,23,44,8,30.67,58.67,-1.417,-1.891,-6.764,2
COMBO_2,stock_ret20 > 15% + market_dist_ma20 > 5%,36,12,21,3,33.33,58.33,-0.928,-1.462,-7.314,2
COMBO_2,volume_ratio > 3x + label:volatility_context_VOLATILITY_TRUNG_TÍNH,36,7,21,8,19.44,58.33,-1.053,-1.901,-5.584,2
COMBO_2,market_dist_ma20 > 5% + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,36,12,21,3,33.33,58.33,-0.928,-1.462,-7.314,2
COMBO_2,volatility_contraction20 < 0.8 + label:market_regime_BÌNH_THƯỜNG,175,37,102,36,21.14,58.29,-1.31,-2.601,-5.417,2
COMBO_2,stock_ret20 > 15% + label:entry_context_ENTRY_GẦN_MA20,31,9,18,4,29.03,58.06,-1.585,-1.157,-6.897,2
COMBO_2,volume_ratio < 1x + market_ret5 > 4%,88,21,51,16,23.86,57.95,-1.155,-1.474,-5.704,2
COMBO_2,drawdown20 < -15% + label:market_context_MARKET_ỦNG_HỘ,76,18,44,14,23.68,57.89,-2.277,-2.057,-6.133,2
COMBO_2,market_context fomo/hưng phấn + label:volume_context_VOLUME_CẠN,45,10,26,9,22.22,57.78,-0.888,-1.248,-4.952,2
COMBO_2,sideway_score20 >= 2 + market_context fomo/hưng phấn,59,14,34,11,23.73,57.63,-0.373,-1.449,-4.558,2
COMBO_2,sideway_score20 >= 2 + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,59,14,34,11,23.73,57.63,-0.373,-1.449,-4.558,2
COMBO_2,market_context fomo/hưng phấn + label:structure_context_CÓ_NỀN___SIDEWAY,59,14,34,11,23.73,57.63,-0.373,-1.449,-4.558,2
COMBO_2,drawdown20 < -15% + label:market_regime_TÍCH_CỰC,40,10,23,7,25.0,57.5,-1.707,-1.862,-5.388,2
COMBO_2,market_context fomo/hưng phấn + label:entry_context_ENTRY_GẦN_MA20,89,23,51,15,25.84,57.3,-0.476,-1.148,-4.804,2
COMBO_2,market_ret5 > 4% + label:volume_context_VOLUME_TĂNG_VỪA,58,18,33,7,31.03,56.9,-0.83,-1.217,-6.522,2
COMBO_2,market_context fomo/hưng phấn + drawdown20 -10% to 0%,175,52,99,24,29.71,56.57,-0.625,-1.068,-5.807,2
COMBO_2,market_context fomo/hưng phấn + label:risk_context_PULLBACK_LÀNH_MẠNH,175,52,99,24,29.71,56.57,-0.625,-1.068,-5.807,2
COMBO_2,drawdown20 -10% to 0% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,175,52,99,24,29.71,56.57,-0.625,-1.068,-5.807,2
COMBO_2,stock_dist_ma20 3-8% + label:market_regime_RẤT_YẾU,124,43,70,11,34.68,56.45,-0.624,-1.063,-6.039,2
COMBO_2,stock_dist_ma20 < -3% + label:score_bucket_80+,133,38,75,20,28.57,56.39,-0.728,-1.011,-5.187,2
COMBO_2,market_context fomo/hưng phấn + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,238,75,134,29,31.51,56.3,-0.779,-1.107,-6.027,2
COMBO_2,market_context fomo/hưng phấn + label:extension_context_KHÔNG_QUÁ_NÓNG,178,55,100,23,30.9,56.18,-0.585,-1.014,-5.613,2
COMBO_2,stock_dist_ma20 < -3% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,292,88,164,40,30.14,56.16,-1.235,-1.297,-5.383,2
COMBO_2,market_context fomo/hưng phấn + label:structure_context_KHÔNG_RÕ_NỀN,179,61,100,18,34.08,55.87,-0.912,-0.995,-6.511,2
COMBO_2,stock_dist_ma20 3-8% + volume_ratio > 3x,43,9,24,10,20.93,55.81,-0.476,-2.059,-5.158,2
COMBO_2,volume_ratio > 3x + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,43,9,24,10,20.93,55.81,-0.476,-2.059,-5.158,2
COMBO_2,stock_dist_ma20 3-8% + volatility_contraction20 < 0.8,165,43,92,30,26.06,55.76,-0.699,-0.985,-4.954,2
COMBO_2,stock_dist_ma20 3-8% + label:volatility_context_VOLATILITY_CO_HẸP,165,43,92,30,26.06,55.76,-0.699,-0.985,-4.954,2
COMBO_2,volatility_contraction20 < 0.8 + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,165,43,92,30,26.06,55.76,-0.699,-0.985,-4.954,2
COMBO_2,market_dist_ma20 > 5% + label:structure_context_KHÔNG_RÕ_NỀN,122,42,68,12,34.43,55.74,-0.885,-1.002,-6.326,2
COMBO_2,stock_dist_ma20 3-8% + sideway_score20 >= 2,128,35,71,22,27.34,55.47,-0.383,-1.225,-4.21,2
COMBO_2,stock_dist_ma20 3-8% + label:structure_context_CÓ_NỀN___SIDEWAY,128,35,71,22,27.34,55.47,-0.383,-1.225,-4.21,2
COMBO_2,sideway_score20 >= 2 + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,128,35,71,22,27.34,55.47,-0.383,-1.225,-4.21,2
COMBO_2,sideway_score20 >= 2 + market_ret5 > 4%,47,12,26,9,25.53,55.32,-0.227,-1.307,-4.765,2
COMBO_2,market_ret5 > 4% + label:structure_context_CÓ_NỀN___SIDEWAY,47,12,26,9,25.53,55.32,-0.227,-1.307,-4.765,2
COMBO_2,stock_dist_ma20 3-8% + label:volume_context_VOLUME_TĂNG_VỪA,264,83,146,35,31.44,55.3,-0.46,-0.8,-5.098,2
COMBO_2,volatility_contraction20 < 0.8 + label:market_regime_TĂNG_MẠNH,280,73,154,53,26.07,55.0,-0.974,-1.412,-5.106,2
COMBO_2,market_context fomo/hưng phấn + label:score_bucket_80+,182,63,100,19,34.62,54.95,-0.405,-0.818,-5.985,2
COMBO_2,stock_dist_ma20 3-8% + market_context fomo/hưng phấn,71,27,39,5,38.03,54.93,-0.707,-0.828,-6.115,2
COMBO_2,stock_dist_ma20 3-8% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,71,27,39,5,38.03,54.93,-0.707,-0.828,-6.115,2
COMBO_2,market_context fomo/hưng phấn + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,71,27,39,5,38.03,54.93,-0.707,-0.828,-6.115,2
COMBO_2,volume_ratio 1.2-2.0x + label:volume_context_VOLUME_CẠN,31,7,17,7,22.58,54.84,-0.338,-1.493,-5.452,2
COMBO_2,stock_dist_ma20 < -3% + drawdown20 < -15%,150,41,82,27,27.33,54.67,-1.223,-1.529,-5.641,2
COMBO_2,stock_dist_ma20 < -3% + label:risk_context_DRAWDOWN_SÂU,150,41,82,27,27.33,54.67,-1.223,-1.529,-5.641,2
COMBO_2,drawdown20 < -15% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,150,41,82,27,27.33,54.67,-1.223,-1.529,-5.641,2
COMBO_2,stock_dist_ma20 3-8% + label:market_regime_BÌNH_THƯỜNG,75,21,41,13,28.0,54.67,-0.464,-1.867,-5.108,2
COMBO_2,volume_ratio > 3x + label:extension_context_KHÔNG_QUÁ_NÓNG,77,19,42,16,24.68,54.55,-0.665,-1.466,-5.218,2
COMBO_2,stock_dist_ma20 3-8% + range20 <= 10%,83,19,45,19,22.89,54.22,-0.315,-1.211,-3.85,2
COMBO_2,range20 <= 10% + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,83,19,45,19,22.89,54.22,-0.315,-1.211,-3.85,2
COMBO_2,stock_dist_ma20 < -3% + volatility_contraction20 < 0.8,248,63,134,51,25.4,54.03,-1.75,-2.163,-5.702,2
COMBO_2,stock_dist_ma20 < -3% + label:volatility_context_VOLATILITY_CO_HẸP,248,63,134,51,25.4,54.03,-1.75,-2.163,-5.702,2
COMBO_2,volatility_contraction20 < 0.8 + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,248,63,134,51,25.4,54.03,-1.75,-2.163,-5.702,2
COMBO_2,market_ret5 > 4% + label:entry_context_ENTRY_GẦN_MA20,87,24,47,16,27.59,54.02,-0.125,-0.59,-4.968,2
COMBO_2,market_context fomo/hưng phấn + label:volume_context_VOLUME_TRUNG_TÍNH,115,41,62,12,35.65,53.91,-0.347,-0.556,-6.021,2
COMBO_2,stock_dist_ma20 < -3% + volume_ratio < 1x,572,168,307,97,29.37,53.67,-1.163,-1.46,-5.371,2
COMBO_2,volume_ratio < 1x + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,572,168,307,97,29.37,53.67,-1.163,-1.46,-5.371,2
COMBO_2,market_dist_ma20 > 5% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,56,19,30,7,33.93,53.57,-0.562,-0.959,-5.809,2
COMBO_2,market_dist_ma20 > 5% + label:score_bucket_80+,127,45,68,14,35.43,53.54,-0.266,-0.522,-5.56,2
COMBO_2,market_dist_ma20 > 5% + label:entry_context_ENTRY_GẦN_MA20,45,15,24,6,33.33,53.33,-0.18,-0.41,-4.049,2
COMBO_2,stock_ret20 > 15% + label:market_context_MARKET_TRUNG_TÍNH,30,8,16,6,26.67,53.33,-2.605,-3.176,-8.53,2
COMBO_2,market_dist_ma20 > 5% + drawdown20 -10% to 0%,109,37,58,14,33.94,53.21,-0.485,-0.697,-5.596,2
COMBO_2,market_dist_ma20 > 5% + label:risk_context_PULLBACK_LÀNH_MẠNH,109,37,58,14,33.94,53.21,-0.485,-0.697,-5.596,2
COMBO_2,stock_dist_ma20 < -3% + label:risk_context_RISK_TRUNG_TÍNH,344,111,183,50,32.27,53.2,-0.959,-1.245,-5.37,2
COMBO_2,stock_dist_ma20 < -3% + label:score_bucket_70-79,175,54,93,28,30.86,53.14,-1.245,-1.685,-5.587,2
COMBO_2,stock_dist_ma20 < -3% + label:structure_context_KHÔNG_RÕ_NỀN,591,182,313,96,30.8,52.96,-1.054,-1.282,-5.439,2
COMBO_2,stock_dist_ma20 > 8% + market_dist_ma20 > 5%,34,11,18,5,32.35,52.94,-0.075,-0.773,-7.161,2
COMBO_2,market_dist_ma20 > 5% + label:entry_context_ENTRY_XA_MA20___FOMO,34,11,18,5,32.35,52.94,-0.075,-0.773,-7.161,2
COMBO_2,volume_ratio < 1x + label:market_regime_TĂNG_MẠNH,633,178,335,120,28.12,52.92,-0.801,-1.002,-5.054,2
COMBO_2,drawdown20 -10% to 0% + label:market_regime_BÌNH_THƯỜNG,293,86,155,52,29.35,52.9,-1.047,-2.157,-5.6,2
COMBO_2,volume_ratio < 1x + label:market_regime_BÌNH_THƯỜNG,316,82,167,67,25.95,52.85,-0.987,-2.074,-5.445,2
COMBO_2,stock_dist_ma20 < -3% + label:extension_context_SUY_YẾU_TRƯỚC_SIGNAL,195,58,103,34,29.74,52.82,-1.595,-1.594,-5.691,2
COMBO_2,market_context fomo/hưng phấn + label:market_regime_TĂNG_MẠNH,195,65,103,27,33.33,52.82,-0.569,-0.881,-6.196,2
COMBO_2,volatility_contraction20 < 0.8 + drawdown20 < -15%,89,28,47,14,31.46,52.81,-1.507,-1.226,-5.049,2
COMBO_2,volatility_contraction20 < 0.8 + label:risk_context_DRAWDOWN_SÂU,89,28,47,14,31.46,52.81,-1.507,-1.226,-5.049,2
COMBO_2,drawdown20 < -15% + label:volatility_context_VOLATILITY_CO_HẸP,89,28,47,14,31.46,52.81,-1.507,-1.226,-5.049,2
COMBO_2,stock_dist_ma20 < -3% + label:volume_context_VOLUME_CẠN,286,87,151,48,30.42,52.8,-0.602,-0.972,-4.907,2
COMBO_2,volume_ratio > 3x + label:volume_context_VOLUME_TĂNG_VỪA,72,21,38,13,29.17,52.78,0.206,-0.585,-5.397,2
COMBO_2,range20 <= 10% + market_context fomo/hưng phấn,36,10,19,7,27.78,52.78,0.04,-0.705,-3.546,2
COMBO_2,range20 <= 10% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,36,10,19,7,27.78,52.78,0.04,-0.705,-3.546,2
COMBO_2,stock_ret5 > 8% + stock_dist_ma20 3-8%,93,31,49,13,33.33,52.69,-0.59,-0.593,-5.852,2
COMBO_2,stock_ret5 > 8% + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,93,31,49,13,33.33,52.69,-0.59,-0.593,-5.852,2
COMBO_2,stock_dist_ma20 3-8% + market_dist_ma20 > 5%,57,22,30,5,38.6,52.63,-0.547,-0.586,-5.623,2
COMBO_2,market_dist_ma20 > 5% + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,57,22,30,5,38.6,52.63,-0.547,-0.586,-5.623,2
COMBO_2,stock_ret20 > 15% + label:score_bucket_70-79,38,12,20,6,31.58,52.63,0.712,-1.634,-8.037,2
COMBO_2,stock_dist_ma20 < -3% + label:volume_context_VOLUME_TRUNG_TÍNH,306,90,161,55,29.41,52.61,-1.555,-1.703,-5.778,2
COMBO_2,stock_ret5 > 8% + label:market_regime_RẤT_YẾU,63,25,33,5,39.68,52.38,0.04,-0.047,-6.89,2
COMBO_2,volatility_contraction20 < 0.8 + label:market_context_MARKET_TRUNG_TÍNH,201,50,105,46,24.88,52.24,-1.187,-2.061,-5.539,2
COMBO_2,stock_dist_ma20 < -3% + label:market_regime_YẾU,136,51,71,14,37.5,52.21,-1.402,-0.97,-5.73,2
COMBO_2,stock_ret5 > 8% + label:extension_context_KHÔNG_QUÁ_NÓNG,165,57,86,22,34.55,52.12,-0.343,-0.405,-5.976,2
COMBO_2,stock_dist_ma20 3-8% + label:market_context_MARKET_ỦNG_HỘ,426,117,222,87,27.46,52.11,-0.58,-0.8,-4.85,2
COMBO_2,market_ret5 > 4% + label:extension_context_KHÔNG_QUÁ_NÓNG,142,45,74,23,31.69,52.11,-0.208,-0.442,-5.531,2
COMBO_2,market_ret5 > 4% + market_context fomo/hưng phấn,148,49,77,22,33.11,52.03,-0.374,-0.698,-5.622,2
COMBO_2,market_ret5 > 4% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,148,49,77,22,33.11,52.03,-0.374,-0.698,-5.622,2
COMBO_2,stock_dist_ma20 3-8% + label:market_regime_TĂNG_MẠNH,371,112,192,67,30.19,51.75,-0.683,-0.603,-5.223,2
COMBO_2,drawdown20 < -15% + label:extension_context_KHÔNG_QUÁ_NÓNG,60,18,31,11,30.0,51.67,0.354,-0.422,-4.625,2
COMBO_2,volume_ratio 1.2-2.0x + volatility_contraction20 < 0.8,95,31,49,15,32.63,51.58,-0.515,-0.56,-4.763,2
COMBO_2,volume_ratio 1.2-2.0x + label:volatility_context_VOLATILITY_CO_HẸP,95,31,49,15,32.63,51.58,-0.515,-0.56,-4.763,2
COMBO_2,drawdown20 < -15% + label:volume_context_VOLUME_TRUNG_TÍNH,95,31,49,15,32.63,51.58,-1.689,-1.526,-5.683,2
COMBO_2,volume_ratio > 3x + sideway_score20 >= 2,33,9,17,7,27.27,51.52,-0.416,-1.072,-4.39,2
COMBO_2,volume_ratio > 3x + label:structure_context_CÓ_NỀN___SIDEWAY,33,9,17,7,27.27,51.52,-0.416,-1.072,-4.39,2
COMBO_2,volume_ratio > 3x + range20 <= 10%,35,9,18,8,25.71,51.43,0.128,-0.751,-4.069,2
COMBO_2,market_dist_ma20 > 5% + market_context fomo/hưng phấn,142,52,73,17,36.62,51.41,-0.45,-0.559,-5.685,2
COMBO_2,market_dist_ma20 > 5% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,142,52,73,17,36.62,51.41,-0.45,-0.559,-5.685,2
COMBO_2,market_dist_ma20 > 5% + label:volume_context_VOLUME_TRUNG_TÍNH,72,28,37,7,38.89,51.39,-0.092,-0.278,-5.92,2
COMBO_2,volume_ratio 1.2-2.0x + label:market_context_MARKET_ỦNG_HỘ,269,78,138,53,29.0,51.3,-0.369,-0.467,-4.579,2
COMBO_2,stock_dist_ma20 < -3% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,711,221,364,126,31.08,51.2,-1.062,-1.16,-5.258,2
COMBO_2,volume_ratio < 1x + label:market_context_MARKET_TRUNG_TÍNH,377,99,193,85,26.26,51.19,-1.065,-1.89,-5.537,2
COMBO_2,stock_ret20 > 15% + market_context fomo/hưng phấn,43,16,22,5,37.21,51.16,-0.84,-0.657,-7.008,2
COMBO_2,stock_ret20 > 15% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,43,16,22,5,37.21,51.16,-0.84,-0.657,-7.008,2
COMBO_2,market_context fomo/hưng phấn + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,43,16,22,5,37.21,51.16,-0.84,-0.657,-7.008,2
COMBO_2,drawdown20 < -15% + label:score_bucket_80+,43,16,22,5,37.21,51.16,-1.476,-2.035,-5.966,2
COMBO_2,stock_dist_ma20 3-8% + volume_ratio 1.2-2.0x,239,80,122,37,33.47,51.05,-0.371,-0.612,-5.184,2
COMBO_2,volume_ratio 1.2-2.0x + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,239,80,122,37,33.47,51.05,-0.371,-0.612,-5.184,2
COMBO_2,volatility_contraction20 < 0.8 + label:volume_context_VOLUME_TĂNG_VỪA,241,70,123,48,29.05,51.04,-1.008,-1.106,-4.699,2
COMBO_2,drawdown20 < -15% + label:score_bucket_70-79,57,19,29,9,33.33,50.88,-1.173,-0.62,-5.288,2
COMBO_2,sideway_score20 >= 2 + label:market_regime_TĂNG_MẠNH,325,96,165,64,29.54,50.77,-0.301,-0.624,-4.005,2
COMBO_2,volume_ratio > 3x + label:structure_context_KHÔNG_RÕ_NỀN,67,21,34,12,31.34,50.75,-0.07,-0.495,-5.643,2
COMBO_2,volatility_contraction20 < 0.8 + label:score_bucket_80+,674,203,342,129,30.12,50.74,-0.556,-0.8,-4.455,2
COMBO_2,drawdown20 -10% to 0% + label:market_regime_TĂNG_MẠNH,893,279,451,163,31.24,50.5,-0.434,-0.532,-4.905,2
